"CRUK0575_SU_T1.R1_cov","CRUK0575_SU_T1.R2_cov","CRUK0575_SU_T1.R3_cov","CRUK0575_SU_T1.R1_var_count","CRUK0575_SU_T1.R2_var_count","CRUK0575_SU_T1.R3_var_count","CRUK0575_SU_T1.R1_VAF","CRUK0575_SU_T1.R2_VAF","CRUK0575_SU_T1.R3_VAF","CRUK0575_SU_T1.R1_PhyloCCF","CRUK0575_SU_T1.R2_PhyloCCF","CRUK0575_SU_T1.R3_PhyloCCF","CRUK0575_SU_T1.R1_PycloneCCF","CRUK0575_SU_T1.R2_PycloneCCF","CRUK0575_SU_T1.R3_PycloneCCF","CRUK0575_SU_T1.R1_Pyclone_0.05","CRUK0575_SU_T1.R2_Pyclone_0.05","CRUK0575_SU_T1.R3_Pyclone_0.05","CRUK0575_SU_T1.R1_Pyclone_0.95","CRUK0575_SU_T1.R2_Pyclone_0.95","CRUK0575_SU_T1.R3_Pyclone_0.95","CRUK0575_SU_T1.R1_cpn.copies","CRUK0575_SU_T1.R2_cpn.copies","CRUK0575_SU_T1.R3_cpn.copies","CRUK0575_SU_T1.R1_mut.cpn.num","CRUK0575_SU_T1.R2_mut.cpn.num","CRUK0575_SU_T1.R3_mut.cpn.num","CRUK0575_SU_T1.R1_nAraw","CRUK0575_SU_T1.R2_nAraw","CRUK0575_SU_T1.R3_nAraw","CRUK0575_SU_T1.R1_nBraw","CRUK0575_SU_T1.R2_nBraw","CRUK0575_SU_T1.R3_nBraw","PycloneCluster"
218,200,196,50,41,30,0.229357798165138,0.205,0.153061224489796,1.10784033467403,0.921350590908368,0.801794550199506,1.10784033467403,0.921350590908368,0.801794550199506,1.10784033467403,0.921350590908368,0.801794550199506,1.10784033467403,0.921350590908368,0.801794550199506,1,1,1,1.35698930335764,1.31831394468357,0.801794550199506,2,2,2,2,1,1,1
358,374,356,81,0,1,0.226256983240223,0,0.00280898876404494,1.23704166605228,0,0,1.23704166605228,0,0,1.23704166605228,0,0,1.23704166605228,0,0,1,1,1,1.23704166605228,0,0.0149878860866517,2,2,2,2,1,1,2
436,457,445,131,83,107,0.30045871559633,0.181619256017505,0.240449438202247,0.974171979214196,0.972295370884782,1.15440837993385,0.974171979214196,0.972295370884782,1.15440837993385,0.974171979214196,0.972295370884782,1.15440837993385,0.974171979214196,0.972295370884782,1.15440837993385,1,1,1,1.64273360670856,1.1058703593966,1.28296304901739,2,2,2,2,1,1,1
279,291,297,90,54,70,0.32258064516129,0.185567010309278,0.235690235690236,1.04589752016102,0.993429601403331,1.13155923833159,1.04589752016102,0.993429601403331,1.13155923833159,1.04589752016102,0.993429601403331,1.13155923833159,1.04589752016102,0.993429601403331,1.13155923833159,1,1,1,1.76368345856915,1.12990803333703,1.25756943191704,2,2,2,2,1,1,1
872,935,812,274,174,157,0.314220183486239,0.186096256684492,0.193349753694581,1.01996022230169,0.997329574856378,0.976613427829339,1.01996022230169,0.997329574856378,0.976613427829339,1.01996022230169,0.997329574856378,0.976613427829339,1.01996022230169,0.997329574856378,0.976613427829339,1,1,1,1.71994572871256,1.13434378935655,1.03292592990769,2,2,2,2,1,1,1
707,691,657,212,114,108,0.2998585572843,0.164978292329957,0.164383561643836,0.9722260965344,1.00454438274971,0.877099306331179,0.9722260965344,1.00454438274971,0.877099306331179,0.9722260965344,1.00454438274971,0.877099306331179,0.9722260965344,1.00454438274971,0.877099306331179,1,1,1,1.63945228991747,1.00454438274971,0.877099306331179,2,2,2,2,1,1,1
672,596,608,189,104,115,0.28125,0.174496644295302,0.189144736842105,0.911891900390388,0.989736702733322,1.00921719800579,0.911891900390388,0.989736702733322,1.00921719800579,0.911891900390388,0.989736702733322,1.00921719800579,0.911891900390388,0.989736702733322,1.00921719800579,1,1,1,1.53771151543998,1.06250114096793,1.00921719800579,2,2,2,2,1,1,1
350,388,334,139,130,123,0.397142857142857,0.335051546391753,0.368263473053892,1.08567314613921,1.02005586342926,0.982469395153151,1.08567314613921,1.02005586342926,0.982469395153151,1.08567314613921,1.02005586342926,0.982469395153151,1.08567314613921,1.02005586342926,0.982469395153151,1,1,1,2.17134629227842,2.04011172685852,1.9649387903063,2,2,2,2,1,1,1
237,226,268,78,38,52,0.329113924050633,0.168141592920354,0.194029850746269,1.06708025474656,1.02380555823016,0.978841655062718,1.06708025474656,1.02380555823016,0.978841655062718,1.06708025474656,1.02380555823016,0.978841655062718,1.06708025474656,1.02380555823016,0.978841655062718,1,1,1,1.79940362988195,1.02380555823016,1.03528263894066,2,2,2,2,1,1,1
650,703,600,0,24,0,0,0.0341394025604552,0,0,0.207873075834408,0,0,0.207873075834408,0,0,0.207873075834408,0,0,0.207873075834408,0,1,1,1,0,0.207873075834408,0,2,2,2,2,1,1,4
