"CRUK0748_SU_LN2_cov","CRUK0748_SU_T1.R1_cov","CRUK0748_SU_T1.R2_cov","CRUK0748_SU_T1.R3_cov","CRUK0748_SU_T1.R4_cov","CRUK0748_SU_T1.R5_cov","CRUK0748_SU_T1.R6_cov","CRUK0748_SU_T1.R7_cov","CRUK0748_SU_T1.R8_cov","CRUK0748_SU_LN2_var_count","CRUK0748_SU_T1.R1_var_count","CRUK0748_SU_T1.R2_var_count","CRUK0748_SU_T1.R3_var_count","CRUK0748_SU_T1.R4_var_count","CRUK0748_SU_T1.R5_var_count","CRUK0748_SU_T1.R6_var_count","CRUK0748_SU_T1.R7_var_count","CRUK0748_SU_T1.R8_var_count","CRUK0748_SU_LN2_VAF","CRUK0748_SU_T1.R1_VAF","CRUK0748_SU_T1.R2_VAF","CRUK0748_SU_T1.R3_VAF","CRUK0748_SU_T1.R4_VAF","CRUK0748_SU_T1.R5_VAF","CRUK0748_SU_T1.R6_VAF","CRUK0748_SU_T1.R7_VAF","CRUK0748_SU_T1.R8_VAF","CRUK0748_SU_LN2_PhyloCCF","CRUK0748_SU_T1.R1_PhyloCCF","CRUK0748_SU_T1.R2_PhyloCCF","CRUK0748_SU_T1.R3_PhyloCCF","CRUK0748_SU_T1.R4_PhyloCCF","CRUK0748_SU_T1.R5_PhyloCCF","CRUK0748_SU_T1.R6_PhyloCCF","CRUK0748_SU_T1.R7_PhyloCCF","CRUK0748_SU_T1.R8_PhyloCCF","CRUK0748_SU_LN2_PycloneCCF","CRUK0748_SU_T1.R1_PycloneCCF","CRUK0748_SU_T1.R2_PycloneCCF","CRUK0748_SU_T1.R3_PycloneCCF","CRUK0748_SU_T1.R4_PycloneCCF","CRUK0748_SU_T1.R5_PycloneCCF","CRUK0748_SU_T1.R6_PycloneCCF","CRUK0748_SU_T1.R7_PycloneCCF","CRUK0748_SU_T1.R8_PycloneCCF","CRUK0748_SU_LN2_Pyclone_0.05","CRUK0748_SU_T1.R1_Pyclone_0.05","CRUK0748_SU_T1.R2_Pyclone_0.05","CRUK0748_SU_T1.R3_Pyclone_0.05","CRUK0748_SU_T1.R4_Pyclone_0.05","CRUK0748_SU_T1.R5_Pyclone_0.05","CRUK0748_SU_T1.R6_Pyclone_0.05","CRUK0748_SU_T1.R7_Pyclone_0.05","CRUK0748_SU_T1.R8_Pyclone_0.05","CRUK0748_SU_LN2_Pyclone_0.95","CRUK0748_SU_T1.R1_Pyclone_0.95","CRUK0748_SU_T1.R2_Pyclone_0.95","CRUK0748_SU_T1.R3_Pyclone_0.95","CRUK0748_SU_T1.R4_Pyclone_0.95","CRUK0748_SU_T1.R5_Pyclone_0.95","CRUK0748_SU_T1.R6_Pyclone_0.95","CRUK0748_SU_T1.R7_Pyclone_0.95","CRUK0748_SU_T1.R8_Pyclone_0.95","CRUK0748_SU_LN2_cpn.copies","CRUK0748_SU_T1.R1_cpn.copies","CRUK0748_SU_T1.R2_cpn.copies","CRUK0748_SU_T1.R3_cpn.copies","CRUK0748_SU_T1.R4_cpn.copies","CRUK0748_SU_T1.R5_cpn.copies","CRUK0748_SU_T1.R6_cpn.copies","CRUK0748_SU_T1.R7_cpn.copies","CRUK0748_SU_T1.R8_cpn.copies","CRUK0748_SU_LN2_mut.cpn.num","CRUK0748_SU_T1.R1_mut.cpn.num","CRUK0748_SU_T1.R2_mut.cpn.num","CRUK0748_SU_T1.R3_mut.cpn.num","CRUK0748_SU_T1.R4_mut.cpn.num","CRUK0748_SU_T1.R5_mut.cpn.num","CRUK0748_SU_T1.R6_mut.cpn.num","CRUK0748_SU_T1.R7_mut.cpn.num","CRUK0748_SU_T1.R8_mut.cpn.num","CRUK0748_SU_LN2_nAraw","CRUK0748_SU_T1.R1_nAraw","CRUK0748_SU_T1.R2_nAraw","CRUK0748_SU_T1.R3_nAraw","CRUK0748_SU_T1.R4_nAraw","CRUK0748_SU_T1.R5_nAraw","CRUK0748_SU_T1.R6_nAraw","CRUK0748_SU_T1.R7_nAraw","CRUK0748_SU_T1.R8_nAraw","CRUK0748_SU_LN2_nBraw","CRUK0748_SU_T1.R1_nBraw","CRUK0748_SU_T1.R2_nBraw","CRUK0748_SU_T1.R3_nBraw","CRUK0748_SU_T1.R4_nBraw","CRUK0748_SU_T1.R5_nBraw","CRUK0748_SU_T1.R6_nBraw","CRUK0748_SU_T1.R7_nBraw","CRUK0748_SU_T1.R8_nBraw","PycloneCluster"
458,338,319,284,456,358,271,342,293,110,244,237,229,117,287,167,19,182,0.240174672489083,0.72189349112426,0.74294670846395,0.806338028169014,0.256578947368421,0.801675977653631,0.616236162361624,0.0555555555555556,0.621160409556314,0.882237114564177,1.05838942768062,1.06038301396635,1.03926652244587,0.998451902436961,0.98451419103154,0.963320428959908,0.687600936895409,1.00860737388693,0.882237114564177,1.05838942768062,1.06038301396635,1.03926652244587,0.998451902436961,0.98451419103154,0.963320428959908,0.687600936895409,1.00860737388693,0.882237114564177,1.05838942768062,1.06038301396635,1.03926652244587,0.998451902436961,0.98451419103154,0.963320428959908,0.687600936895409,1.00860737388693,0.882237114564177,1.05838942768062,1.06038301396635,1.03926652244587,0.998451902436961,0.98451419103154,0.963320428959908,0.687600936895409,1.00860737388693,1,1,1,1,1,1,1,1,1,1.73233548017746,2.3781677849846,2.12076602793269,2.56607509801861,0.998451902436961,2.24113145340916,2.07481360286733,0.687600936895409,2.01721474777386,2,2,2,2,1,2,2,1,2,1,0,0,0,1,0,0,1,0,1
407,269,334,252,509,314,252,324,273,103,179,260,206,144,265,155,25,181,0.253071253071253,0.66542750929368,0.778443113772455,0.817460317460317,0.282907662082515,0.843949044585987,0.615079365079365,0.0771604938271605,0.663003663003663,0.929610311423956,0.975602979363963,0.978133168452815,1.0536017299018,0.99077229282633,1.03642847492357,1.03545938347641,0.955001301243624,0.991639836759701,0.929610311423956,0.975602979363963,0.978133168452815,1.0536017299018,0.99077229282633,1.03642847492357,1.03545938347641,0.955001301243624,0.991639836759701,0.929610311423956,0.975602979363963,0.978133168452815,1.0536017299018,0.99077229282633,1.03642847492357,1.03545938347641,0.955001301243624,0.991639836759701,0.929610311423956,0.975602979363963,0.978133168452815,1.0536017299018,0.99077229282633,1.03642847492357,1.03545938347641,0.955001301243624,0.991639836759701,1,1,1,1,1,1,1,1,1,1.82535613004001,2.19214923711284,2.2220916945443,2.6014704639648,1.10090752307391,2.35930825123646,2.07091876695281,0.955001301243624,2.15310046529588,2,2,2,2,1,2,2,1,2,1,0,0,0,1,0,0,1,0,1
787,554,565,520,820,630,460,624,511,171,342,444,386,217,506,255,34,322,0.21728081321474,0.617328519855596,0.785840707964602,0.742307692307692,0.264634146341463,0.803174603174603,0.554347826086957,0.0544871794871795,0.63013698630137,0.798140768608493,1.01684723350698,0.987428429876641,0.956739614180434,1.02979792213823,0.986354608024896,0.93322047660861,0.674377841955113,1.02318306376999,0.798140768608493,1.01684723350698,0.987428429876641,0.956739614180434,1.02979792213823,0.986354608024896,0.93322047660861,0.674377841955113,1.02318306376999,0.798140768608493,1.01684723350698,0.987428429876641,0.956739614180434,1.02979792213823,0.986354608024896,0.93322047660861,0.674377841955113,1.02318306376999,0.798140768608493,1.01684723350698,0.987428429876641,0.956739614180434,1.02979792213823,0.986354608024896,0.93322047660861,0.674377841955113,1.02318306376999,1,1,1,1,1,1,1,1,1,1.56720630861197,2.03369446701397,2.24320837259456,2.36230615170635,1.02979792213823,2.24532094752592,1.86644095321722,0.674377841955113,2.04636612753997,2,2,2,2,1,2,2,1,2,1,0,0,0,1,0,0,1,0,1
177,160,121,110,248,158,95,139,95,49,106,93,83,76,124,66,16,68,0.27683615819209,0.6625,0.768595041322314,0.754545454545455,0.306451612903226,0.784810126582278,0.694736842105263,0.115107913669065,0.71578947368421,1.05316984847095,0.960253652264339,0.967420862181186,0.965274996369258,1.09462791205398,0.957178973187984,1.07515498599016,1.19887061192403,1.08686179587712,1.05316984847095,0.960253652264339,0.967420862181186,0.965274996369258,1.09462791205398,0.957178973187984,1.07515498599016,1.19887061192403,1.08686179587712,1.05316984847095,0.960253652264339,0.967420862181186,0.965274996369258,1.09462791205398,0.957178973187984,1.07515498599016,1.19887061192403,1.08686179587712,1.05316984847095,0.960253652264339,0.967420862181186,0.965274996369258,1.09462791205398,0.957178973187984,1.07515498599016,1.19887061192403,1.08686179587712,1,1,1,1,1,1,1,1,1,1.97526861154096,2.20542013129706,2.13747879490157,2.41638930011477,1.21416767304703,2.17209811459239,2.29660276824433,1.45305944614739,2.27125372887783,2,2,2,3,1,2,2,1,2,1,0,0,0,1,0,0,1,0,1
767,617,575,449,893,670,459,650,513,174,395,432,347,260,540,290,59,322,0.226857887874837,0.640194489465154,0.751304347826087,0.7728285077951,0.291153415453527,0.805970149253731,0.631808278867102,0.0907692307692308,0.627680311890838,0.863037144272901,1.06558325661275,1.04469650834123,0.988664142845268,1.03998361185301,0.984455735479035,0.977768530535057,0.945378643114325,0.99583837241103,0.863037144272901,1.06558325661275,1.04469650834123,0.988664142845268,1.03998361185301,0.984455735479035,0.977768530535057,0.945378643114325,0.99583837241103,0.863037144272901,1.06558325661275,1.04469650834123,0.988664142845268,1.03998361185301,0.984455735479035,0.977768530535057,0.945378643114325,0.99583837241103,0.863037144272901,1.06558325661275,1.04469650834123,0.988664142845268,1.03998361185301,0.984455735479035,0.977768530535057,0.945378643114325,0.99583837241103,1,1,1,1,1,1,1,1,1,1.61866595796606,2.13116651322551,2.08939301668247,2.47493974791051,1.15355589612295,2.23399646965888,2.0885788032327,1.14582120363988,1.99167674482206,2,2,2,3,1,2,2,1,2,1,0,0,0,1,0,0,1,0,1
210,166,158,159,249,198,155,184,132,67,118,124,107,66,143,106,17,81,0.319047619047619,0.710843373493976,0.784810126582278,0.672955974842767,0.265060240963855,0.722222222222222,0.683870967741935,0.0923913043478261,0.613636363636364,1.21375522186755,1.03032444616678,0.987830585012012,1.07755179443627,0.973077208467432,0.999437618139059,1.05833926773421,0.962272845100708,0.973557121419056,1.21375522186755,1.03032444616678,0.987830585012012,1.07755179443627,0.973077208467432,0.999437618139059,1.05833926773421,0.962272845100708,0.973557121419056,1.21375522186755,1.03032444616678,0.987830585012012,1.07755179443627,0.973077208467432,0.999437618139059,1.05833926773421,0.962272845100708,0.973557121419056,1.21375522186755,1.03032444616678,0.987830585012012,1.07755179443627,0.973077208467432,0.999437618139059,1.05833926773421,0.962272845100708,0.973557121419056,1,1,1,1,1,1,1,1,1,2.27645388379633,2.36635212996639,2.18257328424549,2.15510358887254,1.05017419533047,1.99887523627812,2.26068327235781,1.16629737474398,1.94711424283811,2,2,2,3,1,2,2,1,2,1,0,0,0,1,0,0,1,0,1
534,435,460,419,589,534,345,402,360,101,153,179,163,104,209,120,39,126,0.189138576779026,0.351724137931034,0.389130434782609,0.389021479713604,0.176570458404075,0.391385767790262,0.347826086956522,0.0970149253731343,0.35,0.992585409908513,0.877332327793055,1.0293869801702,1.26991399064812,0.912605896919685,0.989996526479472,0.970786019772701,1.16267576397018,0.991021379088287,0.992585409908513,0.877332327793055,1.0293869801702,1.26991399064812,0.912605896919685,0.989996526479472,0.970786019772701,1.16267576397018,0.991021379088287,0.992585409908513,0.877332327793055,1.0293869801702,1.26991399064812,0.912605896919685,0.989996526479472,0.970786019772701,1.16267576397018,0.991021379088287,0.992585409908513,0.877332327793055,1.0293869801702,1.26991399064812,0.912605896919685,0.989996526479472,0.970786019772701,1.16267576397018,0.991021379088287,1,1,1,1,1,1,1,1,1,1.34463964277101,1.09333802059099,1.0293869801702,1.26991399064812,0.912605896919685,0.989996526479472,1.20420579321194,1.32305373047871,1.18167954526125,2,2,2,2,1,2,2,2,2,1,0,0,0,1,0,0,1,0,1
168,133,109,109,171,129,110,147,88,55,98,83,84,61,100,81,25,69,0.327380952380952,0.736842105263158,0.761467889908257,0.770642201834862,0.35672514619883,0.775193798449612,0.736363636363636,0.170068027210884,0.784090909090909,1.05007129626487,1.07847282277578,0.955009498495884,0.983494471875123,1.20749218153521,0.948029373024649,1.11643825152288,1.13586394866139,1.167546331947,1.05007129626487,1.07847282277578,0.955009498495884,0.983494471875123,1.20749218153521,0.948029373024649,1.11643825152288,1.13586394866139,1.167546331947,1.05007129626487,1.07847282277578,0.955009498495884,0.983494471875123,1.20749218153521,0.948029373024649,1.11643825152288,1.13586394866139,1.167546331947,1.05007129626487,1.07847282277578,0.955009498495884,0.983494471875123,1.20749218153521,0.948029373024649,1.11643825152288,1.13586394866139,1.167546331947,1,1,1,1,1,1,1,1,1,2.47258615352417,2.42247361239788,2.16368369635557,2.42378210831871,1.38986869490857,2.14241764918665,2.50131749665463,2.32776796610524,2.55971167541903,2,2,2,2,1,2,2,2,2,1,0,0,0,1,0,0,1,0,1
443,357,373,273,490,386,285,379,273,127,223,293,214,158,321,179,73,183,0.286681715575621,0.624649859943978,0.785522788203753,0.783882783882784,0.322448979591837,0.83160621761658,0.628070175438596,0.192612137203166,0.67032967032967,0.919528880652869,1.02681279469086,0.985178408652186,1.00039211804287,1.09146951357372,1.01701938620668,0.952249043642432,1.28643335441535,0.998150773991317,0.919528880652869,1.02681279469086,0.985178408652186,1.00039211804287,1.09146951357372,1.01701938620668,0.952249043642432,1.28643335441535,0.998150773991317,0.919528880652869,1.02681279469086,0.985178408652186,1.00039211804287,1.09146951357372,1.01701938620668,0.952249043642432,1.28643335441535,0.998150773991317,0.919528880652869,1.02681279469086,0.985178408652186,1.00039211804287,1.09146951357372,1.01701938620668,0.952249043642432,1.28643335441535,0.998150773991317,1,1,1,1,1,1,1,1,1,2.16520000704255,2.05362558938171,2.2320348270457,2.46542566974718,1.25632226159383,2.2983257107557,2.13346075413167,2.63633541364384,2.18833130652163,2,2,2,2,1,2,2,2,2,1,0,0,0,1,0,0,1,0,1
498,355,376,372,517,395,373,441,404,149,250,301,233,140,330,176,58,195,0.299196787148594,0.704225352112676,0.800531914893617,0.626344086021505,0.270793036750484,0.835443037974684,0.471849865951743,0.131519274376417,0.482673267326733,1.05268953419603,1.03473925110037,0.991215369038538,0.934091702381181,1.03817666989036,1.03616716021448,0.907144680000338,0.957819762937555,1.01979373326225,1.05268953419603,1.03473925110037,0.991215369038538,0.934091702381181,1.03817666989036,1.03616716021448,0.907144680000338,0.957819762937555,1.01979373326225,1.05268953419603,1.03473925110037,0.991215369038538,0.934091702381181,1.03817666989036,1.03616716021448,0.907144680000338,0.957819762937555,1.01979373326225,1.05268953419603,1.03473925110037,0.991215369038538,0.934091702381181,1.03817666989036,1.03616716021448,0.907144680000338,0.957819762937555,1.01979373326225,1,1,1,1,1,1,1,1,1,2.47530962389823,2.41238955110232,2.31908913805441,2.41988728052641,1.09933449332109,2.35414056243764,2.19814601935702,1.91563952587511,2.03958746652451,2,2,2,3,1,2,2,3,2,2,0,0,1,1,0,1,1,1,1
