"CRUK0640_SU_T1.R1_cov","CRUK0640_SU_T1.R2_cov","CRUK0640_SU_T1.R3_cov","CRUK0640_SU_T1.R5_cov","CRUK0640_SU_T1.R6_cov","CRUK0640_SU_T1.R8_cov","CRUK0640_SU_T1.R1_var_count","CRUK0640_SU_T1.R2_var_count","CRUK0640_SU_T1.R3_var_count","CRUK0640_SU_T1.R5_var_count","CRUK0640_SU_T1.R6_var_count","CRUK0640_SU_T1.R8_var_count","CRUK0640_SU_T1.R1_VAF","CRUK0640_SU_T1.R2_VAF","CRUK0640_SU_T1.R3_VAF","CRUK0640_SU_T1.R5_VAF","CRUK0640_SU_T1.R6_VAF","CRUK0640_SU_T1.R8_VAF","CRUK0640_SU_T1.R1_PhyloCCF","CRUK0640_SU_T1.R2_PhyloCCF","CRUK0640_SU_T1.R3_PhyloCCF","CRUK0640_SU_T1.R5_PhyloCCF","CRUK0640_SU_T1.R6_PhyloCCF","CRUK0640_SU_T1.R8_PhyloCCF","CRUK0640_SU_T1.R1_PycloneCCF","CRUK0640_SU_T1.R2_PycloneCCF","CRUK0640_SU_T1.R3_PycloneCCF","CRUK0640_SU_T1.R5_PycloneCCF","CRUK0640_SU_T1.R6_PycloneCCF","CRUK0640_SU_T1.R8_PycloneCCF","CRUK0640_SU_T1.R1_Pyclone_0.05","CRUK0640_SU_T1.R2_Pyclone_0.05","CRUK0640_SU_T1.R3_Pyclone_0.05","CRUK0640_SU_T1.R5_Pyclone_0.05","CRUK0640_SU_T1.R6_Pyclone_0.05","CRUK0640_SU_T1.R8_Pyclone_0.05","CRUK0640_SU_T1.R1_Pyclone_0.95","CRUK0640_SU_T1.R2_Pyclone_0.95","CRUK0640_SU_T1.R3_Pyclone_0.95","CRUK0640_SU_T1.R5_Pyclone_0.95","CRUK0640_SU_T1.R6_Pyclone_0.95","CRUK0640_SU_T1.R8_Pyclone_0.95","CRUK0640_SU_T1.R1_cpn.copies","CRUK0640_SU_T1.R2_cpn.copies","CRUK0640_SU_T1.R3_cpn.copies","CRUK0640_SU_T1.R5_cpn.copies","CRUK0640_SU_T1.R6_cpn.copies","CRUK0640_SU_T1.R8_cpn.copies","CRUK0640_SU_T1.R1_mut.cpn.num","CRUK0640_SU_T1.R2_mut.cpn.num","CRUK0640_SU_T1.R3_mut.cpn.num","CRUK0640_SU_T1.R5_mut.cpn.num","CRUK0640_SU_T1.R6_mut.cpn.num","CRUK0640_SU_T1.R8_mut.cpn.num","CRUK0640_SU_T1.R1_nAraw","CRUK0640_SU_T1.R2_nAraw","CRUK0640_SU_T1.R3_nAraw","CRUK0640_SU_T1.R5_nAraw","CRUK0640_SU_T1.R6_nAraw","CRUK0640_SU_T1.R8_nAraw","CRUK0640_SU_T1.R1_nBraw","CRUK0640_SU_T1.R2_nBraw","CRUK0640_SU_T1.R3_nBraw","CRUK0640_SU_T1.R5_nBraw","CRUK0640_SU_T1.R6_nBraw","CRUK0640_SU_T1.R8_nBraw","PycloneCluster"
364,402,316,328,225,348,0,0,116,0,0,2,0,0,0.367088607594937,0,0,0.00574712643678161,0,0,1.03026276071313,0,0,0,0,0,1.03026276071313,0,0,0,0,0,1.03026276071313,0,0,0,0,0,1.03026276071313,0,0,0,1,1,1,1,1,1,0,0,1.03026276071313,0,0,0.0265625674545527,1,3,1,1,2,1,1,0,1,1,0,1,20
408,442,337,421,268,391,0,21,0,0,0,0,0,0.0475113122171946,0,0,0,0,0,0.401657130745178,0,0,0,0,0,0.401657130745178,0,0,0,0,0,0.401657130745178,0,0,0,0,0,0.401657130745178,0,0,0,0,1,1,1,1,1,1,0,0.401657130745178,0,0,0,0,1,3,1,1,2,1,1,0,1,1,0,1,4
679,689,649,667,445,690,1,0,0,0,23,0,0.00147275405007364,0,0,0,0.051685393258427,0,0,0,0,0,0.36577068327048,0,0,0,0,0,0.36577068327048,0,0,0,0,0,0.36577068327048,0,0,0,0,0,0.36577068327048,0,1,1,1,1,1,1,0.00372069788746915,0,0,0,0.36577068327048,0,1,3,1,1,2,1,1,0,1,1,0,1,7
160,147,130,146,110,120,0,15,0,0,0,0,0,0.102040816326531,0,0,0,0,0,0.865218712142122,0,0,0,0,0,0.865218712142122,0,0,0,0,0,0.865218712142122,0,0,0,0,0,0.865218712142122,0,0,0,0,1,1,1,1,1,1,0,0.865218712142122,0,0,0,0,1,3,1,1,2,1,1,0,1,1,0,1,11
325,405,282,371,262,281,0,0,0,3,10,0,0,0,0,0.00808625336927224,0.0381679389312977,0,0,0,0,0,0.269093430357815,0,0,0,0,0,0.269093430357815,0,0,0,0,0,0.269093430357815,0,0,0,0,0,0.269093430357815,0,1,1,1,1,1,1,0,0,0,0.0282691794780945,0.269093430357815,0,1,3,1,1,2,1,1,0,1,1,0,1,7
378,436,355,423,259,385,0,33,0,0,0,0,0,0.0756880733944954,0,0,0,0,0,0.600205593158067,0,0,0,0,0,0.600205593158067,0,0,0,0,0,0.600205593158067,0,0,0,0,0,0.600205593158067,0,0,0,0,1,1,1,1,1,1,0,0.600205593158067,0,0,0,0,1,3,1,1,2,1,1,0,1,1,0,1,22
1191,1097,1077,1141,734,1117,0,34,1,0,0,0,0,0.0309936189608022,0.000928505106778087,0,0,0,0,0.208616337658621,0,0,0,0,0,0.208616337658621,0,0,0,0,0,0.208616337658621,0,0,0,0,0,0.208616337658621,0,0,0,0,1,1,1,1,1,1,0,0.208616337658621,0.00248865187470284,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,3
558,538,533,540,339,533,0,27,0,0,0,0,0,0.050185873605948,0,0,0,0,0,0.337182485396739,0,0,0,0,0,0.337182485396739,0,0,0,0,0,0.337182485396739,0,0,0,0,0,0.337182485396739,0,0,0,0,1,1,1,1,1,1,0,0.337182485396739,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,13
555,490,465,576,360,525,249,82,190,168,74,136,0.448648648648649,0.16734693877551,0.408602150537634,0.291666666666667,0.205555555555556,0.259047619047619,0.991389226981924,1.12434939726096,0.993202759156149,0.985331565699957,0.989463848144796,1.02341936456775,0.991389226981924,1.12434939726096,0.993202759156149,0.985331565699957,0.989463848144796,1.02341936456775,0.991389226981924,1.12434939726096,0.993202759156149,0.985331565699957,0.989463848144796,1.02341936456775,0.991389226981924,1.12434939726096,0.993202759156149,0.985331565699957,0.989463848144796,1.02341936456775,1,1,1,1,1,1,1.08263795099701,1.12434939726096,1.09516738305472,0.985331565699957,1.33904056980922,1.12247651725508,1,1,1,1,1,1,1,0,1,1,0,1,1
342,336,328,334,238,320,0,0,0,57,1,0,0,0,0,0.170658682634731,0.00420168067226891,0,0,0,0,0.582220963305386,0,0,0,0,0,0.582220963305386,0,0,0,0,0,0.582220963305386,0,0,0,0,0,0.582220963305386,0,0,1,1,1,1,1,1,0,0,0,0.582220963305386,0.0274987292829504,0,1,1,1,1,1,1,1,0,1,1,0,1,8
