"CRUK0567_SU_T1.R1_cov","CRUK0567_SU_T1.R2_cov","CRUK0567_SU_T1.R3_cov","CRUK0567_SU_T1.R4_cov","CRUK0567_SU_T1.R1_var_count","CRUK0567_SU_T1.R2_var_count","CRUK0567_SU_T1.R3_var_count","CRUK0567_SU_T1.R4_var_count","CRUK0567_SU_T1.R1_VAF","CRUK0567_SU_T1.R2_VAF","CRUK0567_SU_T1.R3_VAF","CRUK0567_SU_T1.R4_VAF","CRUK0567_SU_T1.R1_PhyloCCF","CRUK0567_SU_T1.R2_PhyloCCF","CRUK0567_SU_T1.R3_PhyloCCF","CRUK0567_SU_T1.R4_PhyloCCF","CRUK0567_SU_T1.R1_PycloneCCF","CRUK0567_SU_T1.R2_PycloneCCF","CRUK0567_SU_T1.R3_PycloneCCF","CRUK0567_SU_T1.R4_PycloneCCF","CRUK0567_SU_T1.R1_Pyclone_0.05","CRUK0567_SU_T1.R2_Pyclone_0.05","CRUK0567_SU_T1.R3_Pyclone_0.05","CRUK0567_SU_T1.R4_Pyclone_0.05","CRUK0567_SU_T1.R1_Pyclone_0.95","CRUK0567_SU_T1.R2_Pyclone_0.95","CRUK0567_SU_T1.R3_Pyclone_0.95","CRUK0567_SU_T1.R4_Pyclone_0.95","CRUK0567_SU_T1.R1_cpn.copies","CRUK0567_SU_T1.R2_cpn.copies","CRUK0567_SU_T1.R3_cpn.copies","CRUK0567_SU_T1.R4_cpn.copies","CRUK0567_SU_T1.R1_mut.cpn.num","CRUK0567_SU_T1.R2_mut.cpn.num","CRUK0567_SU_T1.R3_mut.cpn.num","CRUK0567_SU_T1.R4_mut.cpn.num","CRUK0567_SU_T1.R1_nAraw","CRUK0567_SU_T1.R2_nAraw","CRUK0567_SU_T1.R3_nAraw","CRUK0567_SU_T1.R4_nAraw","CRUK0567_SU_T1.R1_nBraw","CRUK0567_SU_T1.R2_nBraw","CRUK0567_SU_T1.R3_nBraw","CRUK0567_SU_T1.R4_nBraw","PycloneCluster"
1218,1734,1478,1116,980,1475,1080,716,0.804597701149425,0.850634371395617,0.730717185385656,0.6415770609319,0.983569406190144,0.977073343775926,0.971821239497019,0.992631136946165,0.983569406190144,0.977073343775926,0.971821239497019,0.992631136946165,0.983569406190144,0.977073343775926,0.971821239497019,0.992631136946165,0.983569406190144,0.977073343775926,0.971821239497019,0.992631136946165,1,1,1,1,8.85212465571129,11.4514768498746,7.49403599222023,7.94104909556932,9,12,8,8,1,1,2,2,1
1146,1669,1159,889,62,109,2,0,0.0541012216404887,0.0653085680047933,0.00172562553925798,0,1.00669825561118,0.9697925902132,0,0,1.00669825561118,0.9697925902132,0,0,1.00669825561118,0.9697925902132,0,0,1.00669825561118,0.9697925902132,0,0,1,1,1,1,1.00669825561118,1.68111488180018,0.0311532601836326,0,17,24,15,16,1,1,2,2,3
2659,3578,2862,2132,75,2,0,0,0.0282060925159835,0.000558971492453885,0,0,0.524391977948356,0,0,0,0.524391977948356,0,0,0,0.524391977948356,0,0,0,0.524391977948356,0,0,0,1,1,1,1,0.524391977948356,0.0143925678979848,0,0,17,24,15,16,1,1,2,2,15
635,637,698,689,153,136,303,225,0.240944881889764,0.213500784929356,0.434097421203438,0.32656023222061,0.96787833389309,0.97388390388304,1.00003627890321,1.00661680389305,0.96787833389309,0.97388390388304,1.00003627890321,1.00661680389305,0.96787833389309,0.97388390388304,1.00003627890321,1.00661680389305,0.96787833389309,0.97388390388304,1.00003627890321,1.00661680389305,1,1,1,1,0.96787833389309,0.97388390388304,1.97298864810065,2.01323360778611,2,3,2,2,1,1,2,2,1
466,473,580,539,225,288,186,149,0.482832618025751,0.608879492600423,0.320689655172414,0.276437847866419,1.00238420888922,0.987349667557155,0.972307166860631,0.871406199567413,1.00238420888922,0.987349667557155,0.972307166860631,0.871406199567413,1.00238420888922,0.987349667557155,0.972307166860631,0.871406199567413,1.00238420888922,0.987349667557155,0.972307166860631,0.871406199567413,1,1,1,1,2.00476841777844,2.75510215085199,1.74878308389718,1.74281239913483,2,3,3,2,1,1,2,2,1
528,687,582,685,258,413,251,219,0.488636363636364,0.601164483260553,0.43127147766323,0.31970802919708,1.0045942133142,0.960164129117546,1.00142090564004,1.01360494183083,1.0045942133142,0.960164129117546,1.00142090564004,1.01360494183083,1.0045942133142,0.960164129117546,1.00142090564004,1.01360494183083,1.0045942133142,0.960164129117546,1.00142090564004,1.01360494183083,1,1,1,1,2.0091884266284,2.88049238735264,2.02937427890517,2.02720988366166,2,3,2,2,1,1,2,2,1
1134,1204,1306,1054,594,721,580,239,0.523809523809524,0.598837209302326,0.444104134762634,0.226755218216319,0.962103669562916,0.968219344809194,1.00454057121121,0.910052292016685,0.962103669562916,0.968219344809194,1.00454057121121,0.910052292016685,0.962103669562916,0.968219344809194,1.00454057121121,0.910052292016685,0.962103669562916,0.968219344809194,1.00454057121121,0.910052292016685,1,1,1,1,2.16555186199851,2.77794720806808,2.14046828444078,1.24260555613032,2,3,2,2,1,1,2,1,1
184,199,222,184,98,123,87,43,0.532608695652174,0.618090452261307,0.391891891891892,0.233695652173913,0.978265490099052,0.999348609981134,0.948682662719339,0.937906812324454,0.978265490099052,0.999348609981134,0.948682662719339,0.937906812324454,0.978265490099052,0.999348609981134,0.948682662719339,0.937906812324454,0.978265490099052,0.999348609981134,0.948682662719339,0.937906812324454,1,1,1,1,2.20192970948268,2.86726111791424,1.89736532543868,1.28063873510412,2,3,2,2,1,1,2,1,1
186,233,208,167,42,49,106,52,0.225806451612903,0.210300429184549,0.509615384615385,0.311377245508982,0.933537019688508,0.975563109696144,1.15272362828411,0.853164699726791,0.933537019688508,0.975563109696144,1.15272362828411,0.853164699726791,0.933537019688508,0.975563109696144,1.15272362828411,0.853164699726791,0.933537019688508,0.975563109696144,1.15272362828411,0.853164699726791,1,1,1,1,0.933537019688508,0.975563109696144,2.45621574456932,1.70632939945358,2,3,2,2,1,1,2,1,1
487,496,584,473,257,304,265,121,0.527720739219713,0.612903225806452,0.453767123287671,0.255813953488372,0.969287568532958,0.990961734681004,1.02815829623969,1.02667571019183,0.969287568532958,0.990961734681004,1.02815829623969,1.02667571019183,0.969287568532958,0.990961734681004,1.02815829623969,1.02667571019183,0.969287568532958,0.990961734681004,1.02815829623969,1.02667571019183,1,1,1,1,2.18172174709837,2.843198082044,2.19079277388688,1.40184575438114,2,3,2,2,1,1,2,1,1
529,648,641,516,134,168,297,201,0.253308128544423,0.259259259259259,0.463338533541342,0.38953488372093,1.04723542527304,1.0902659908927,1.04804778590173,1.05004756054167,1.04723542527304,1.0902659908927,1.04804778590173,1.05004756054167,1.04723542527304,1.0902659908927,1.04804778590173,1.05004756054167,1.04723542527304,1.0902659908927,1.04804778590173,1.05004756054167,1,1,1,1,1.04723542527304,1.20267833100107,2.23317316452057,2.1346287623531,2,3,2,2,1,1,2,1,1
318,421,362,363,89,107,152,137,0.279874213836478,0.2541567695962,0.419889502762431,0.377410468319559,1.02340589791478,1.09166106483878,1.00880907146411,1.0118082219573,1.02340589791478,1.09166106483878,1.00880907146411,1.0118082219573,1.02340589791478,1.09166106483878,1.00880907146411,1.0118082219573,1.02340589791478,1.09166106483878,1.00880907146411,1.0118082219573,1,1,1,1,1.14843665949964,1.1535176858027,2.01761814292822,2.06898055520819,2,3,2,2,1,1,2,1,1
256,307,288,256,141,178,143,67,0.55078125,0.579804560260586,0.496527777777778,0.26171875,1.02569760718531,0.93472315143617,1.13589917366932,1.05840876061145,1.02569760718531,0.93472315143617,1.13589917366932,1.05840876061145,1.02569760718531,0.93472315143617,1.13589917366932,1.05840876061145,1.02569760718531,0.93472315143617,1.13589917366932,1.05840876061145,1,1,1,1,2.26007737616945,2.63150501807308,2.39418716272745,1.43475353795673,2,3,2,2,1,1,2,1,1
313,373,354,311,89,97,0,0,0.284345047923323,0.260053619302949,0,0,0.969528046510472,1.11698937397763,0,0,0.969528046510472,1.11698937397763,0,0,0.969528046510472,1.11698937397763,0,0,0.969528046510472,1.11698937397763,0,0,1,1,1,1,1.16678229303797,1.1802811689791,0,0,2,3,2,2,1,1,2,1,3
209,235,237,168,114,156,99,34,0.545454545454545,0.663829787234043,0.417721518987342,0.202380952380952,1.01577790111969,1.07018315009756,1.00360036373337,1.06185329136278,1.01577790111969,1.07018315009756,1.00360036373337,1.06185329136278,1.01577790111969,1.07018315009756,1.00360036373337,1.06185329136278,1.01577790111969,1.07018315009756,1.00360036373337,1.06185329136278,1,1,1,1,2.23821976131288,3.01286249881798,2.00720072746674,1.10946115799355,2,3,2,2,1,1,2,1,1
199,249,253,204,46,60,117,72,0.231155778894472,0.240963855421687,0.462450592885375,0.352941176470588,0.948525292482677,1.03499450128842,1.0542678999597,0.967419418042818,0.948525292482677,1.03499450128842,1.0542678999597,0.967419418042818,0.948525292482677,1.03499450128842,1.0542678999597,0.967419418042818,0.948525292482677,1.03499450128842,1.0542678999597,0.967419418042818,1,1,1,1,0.948525292482677,1.09364023358391,2.2221291560636,1.93483883608564,2,3,2,2,1,1,2,1,1
370,412,481,342,212,255,225,84,0.572972972972973,0.618932038834951,0.467775467775468,0.245614035087719,1.06702435378879,0.997801924159766,1.06640723928436,0.993280177541618,1.06702435378879,0.997801924159766,1.06640723928436,0.993280177541618,1.06702435378879,0.997801924159766,1.06640723928436,0.993280177541618,1.06702435378879,0.997801924159766,1.06640723928436,0.993280177541618,1,1,1,1,2.35113895647821,2.8090892650247,2.24771580235124,1.34646679236369,2,3,2,2,1,1,2,1,1
219,230,223,193,65,65,110,76,0.296803652968037,0.282608695652174,0.493273542600897,0.393782383419689,1.01200800914553,1.21386855096762,1.1245362636878,1.05570005776475,1.01200800914553,1.21386855096762,1.1245362636878,1.05570005776475,1.01200800914553,1.21386855096762,1.1245362636878,1.05570005776475,1.01200800914553,1.21386855096762,1.1245362636878,1.05570005776475,1,1,1,1,1.21790496905533,1.28264979569244,2.37023703243456,2.15873210381921,2,3,2,2,1,1,2,1,1
360,434,454,407,80,91,174,128,0.222222222222222,0.209677419354839,0.383259911894273,0.314496314496314,0.911867310164506,0.951643396804066,0.920804338531496,0.862041217715468,0.911867310164506,0.951643396804066,0.920804338531496,0.862041217715468,0.911867310164506,0.951643396804066,0.920804338531496,0.862041217715468,0.911867310164506,0.951643396804066,0.920804338531496,0.862041217715468,1,1,1,1,0.911867310164506,0.951643396804066,1.84160867706299,1.72408243543094,2,3,2,2,1,1,2,1,1
231,282,289,297,126,161,110,50,0.545454545454545,0.570921985815603,0.380622837370242,0.168350168350168,1.01577790111969,0.920403243406558,0.914468612859701,0.922902924058805,1.01577790111969,0.920403243406558,0.914468612859701,0.922902924058805,1.01577790111969,0.920403243406558,0.914468612859701,0.922902924058805,1.01577790111969,0.920403243406558,0.914468612859701,0.922902924058805,1,1,1,1,2.23821976131288,2.5911905037911,1.8289372257194,0.922902924058805,2,3,2,2,1,1,2,1,1
380,495,417,413,0,0,50,17,0,0,0.119904076738609,0.0411622276029056,0,0,0.515477899136247,0.225410809367824,0,0,0.515477899136247,0.225410809367824,0,0,0.515477899136247,0.225410809367824,0,0,0.515477899136247,0.225410809367824,1,1,1,1,0,0,0.515477899136247,0.225410809367824,2,3,2,2,1,1,2,1,7
554,571,585,522,0,1,22,0,0,0.00175131348511384,0.0376068376068376,0,0,0,0.161951857762874,0,0,0,0.161951857762874,0,0,0,0.161951857762874,0,0,0,0.161951857762874,0,1,1,1,1,0,0.00792768648625371,0.161951857762874,0,2,3,2,2,1,1,2,1,9
274,341,372,280,139,195,134,72,0.507299270072993,0.571847507331378,0.360215053763441,0.257142857142857,1.03604009760011,0.926938418001799,1.02529076959315,1.02711228659706,1.03604009760011,0.926938418001799,1.02529076959315,1.02711228659706,1.03604009760011,0.926938418001799,1.02529076959315,1.02711228659706,1.03604009760011,0.926938418001799,1.02529076959315,1.02711228659706,1,1,1,1,2.07208019520022,2.58858724871531,1.54859537892125,1.41320173463243,2,3,2,2,1,1,2,1,1
73,76,75,58,21,11,39,16,0.287671232876712,0.144736842105263,0.52,0.275862068965517,0.964926249040139,0.560503900575467,1.04636620045239,1.14215324725669,0.964926249040139,0.560503900575467,1.04636620045239,1.14215324725669,0.964926249040139,0.560503900575467,1.04636620045239,1.14215324725669,0.964926249040139,0.560503900575467,1.04636620045239,1.14215324725669,1,1,1,1,1.1816339252764,0.560503900575467,2.20183768499322,1.49840225410705,2,2,2,2,1,1,2,1,1
430,415,472,446,0,0,61,0,0,0,0.129237288135593,0,0,0,0.547229867929378,0,0,0,0.547229867929378,0,0,0,0.547229867929378,0,0,0,0.547229867929378,0,1,1,1,1,0,0,0.547229867929378,0,2,2,2,2,1,1,2,1,8
307,323,331,254,162,194,144,66,0.527687296416938,0.60061919504644,0.435045317220544,0.259842519685039,0.974348248860577,1.09371137401349,0.921056898207715,1.0758274189219,0.974348248860577,1.09371137401349,0.921056898207715,1.0758274189219,0.974348248860577,1.09371137401349,0.921056898207715,1.0758274189219,0.974348248860577,1.09371137401349,0.921056898207715,1.0758274189219,1,1,1,1,2.16752021100026,2.3259413200351,1.84211379641543,1.41138873738233,2,2,2,2,1,1,2,1,1
488,498,526,529,144,129,0,0,0.295081967213115,0.259036144578313,0,0,0.991816244246597,1.00515460787303,0,0,0.991816244246597,1.00515460787303,0,0,0.991816244246597,1.00515460787303,0,0,0.991816244246597,1.00515460787303,0,0,1,1,1,1,1.21456300210282,1.00515460787303,0,0,2,2,2,2,1,1,2,1,3
238,250,236,224,67,64,115,90,0.281512605042017,0.256,0.48728813559322,0.401785714285714,1.04624837337192,0.991378535417845,0.980541990319625,1.07075834433285,1.04624837337192,0.991378535417845,0.980541990319625,1.07075834433285,1.04624837337192,0.991378535417845,0.980541990319625,1.07075834433285,1.04624837337192,0.991378535417845,0.980541990319625,1.07075834433285,1,1,1,1,1.15633684044155,0.991378535417845,2.063325731537,2.18238274733225,2,2,2,2,1,1,2,1,1
752,712,757,688,229,181,368,228,0.304521276595745,0.254213483146067,0.486129458388375,0.331395348837209,1.02144580200127,0.984460119550068,0.978210450580423,0.901331486913737,1.02144580200127,0.984460119550068,0.978210450580423,0.901331486913737,1.02144580200127,0.984460119550068,0.978210450580423,0.901331486913737,1.02144580200127,0.984460119550068,0.978210450580423,0.901331486913737,1,1,1,1,1.25084690532203,0.984460119550068,2.05841954089398,1.80266297382747,2,2,2,2,1,1,2,1,1
206,228,197,200,63,58,97,70,0.305825242718447,0.254385964912281,0.49238578680203,0.35,1.02581965310578,0.985128067678094,0.990799701716921,0.950548929949158,1.02581965310578,0.985128067678094,0.990799701716921,0.950548929949158,1.02581965310578,0.985128067678094,0.990799701716921,0.950548929949158,1.02581965310578,0.985128067678094,0.990799701716921,0.950548929949158,1,1,1,1,1.25620305648316,0.985128067678094,2.08491073256875,1.90109785989832,2,2,2,2,1,1,2,1,1
761,740,823,766,376,385,332,191,0.494086727989487,0.52027027027027,0.403402187120292,0.24934725848564,0.964458242256365,0.99873703882809,1.14054844816983,1.01515484153148,0.964458242256365,0.99873703882809,1.14054844816983,1.01515484153148,0.964458242256365,0.99873703882809,1.14054844816983,1.01515484153148,0.964458242256365,0.99873703882809,1.14054844816983,1.01515484153148,1,1,1,1,1.92891648451273,1.99747407765618,1.6976488021882,1.36430918834698,2,2,2,2,1,1,1,1,1
197,191,194,166,48,50,95,75,0.243654822335025,0.261780104712042,0.489690721649485,0.451807228915663,0.951229362596947,1.00369439272994,0.970931685720594,1.20827772498918,0.951229362596947,1.00369439272994,0.970931685720594,1.20827772498918,0.951229362596947,1.00369439272994,0.970931685720594,1.20827772498918,0.951229362596947,1.00369439272994,0.970931685720594,1.20827772498918,1,1,1,1,0.951229362596947,1.00369439272994,2.06077927585214,2.47207351512438,2,2,2,2,1,1,1,1,1
